"Titre de tracé : p2_2022"
"#","Date Heure, GMT+01:00","Tension, V (LGR S/N: 21065765, SEN S/N: 21065765, LBL: tension)","Temp., °F (LGR S/N: 21065765, SEN S/N: 21065765, LBL: temperature)","Temp., °F (LGR S/N: 21065765, SEN S/N: 21065765, LBL: remperature boite)","Hôte connecté (LGR S/N: 21065765)","Arrêté (LGR S/N: 21065765)","Fin de fichier (LGR S/N: 21065765)"
1991,03/23/22 08:30:00 AM,0.00240,46.024,45.986,,,
1992,03/23/22 08:45:00 AM,0.00240,46.089,46.083,,,
1993,03/23/22 09:00:00 AM,0.00240,46.191,46.191,,,
1994,03/23/22 09:15:00 AM,0.00244,46.301,46.301,,,
1995,03/23/22 09:30:00 AM,0.00244,46.431,46.441,,,
1996,03/23/22 09:45:00 AM,0.00244,46.582,46.607,,,
1997,03/23/22 10:00:00 AM,0.00244,46.742,46.783,,,
1998,03/23/22 10:15:00 AM,0.00248,46.927,46.974,,,
1999,03/23/22 10:30:00 AM,0.00248,47.134,47.196,,,
2000,03/23/22 10:45:00 AM,0.00248,47.370,47.386,,,
2001,03/23/22 11:00:00 AM,0.00252,47.615,47.635,,,
2002,03/23/22 11:15:00 AM,0.00248,47.858,47.908,,,
2003,03/23/22 11:30:00 AM,0.00244,48.106,48.166,,,
2004,03/23/22 11:45:00 AM,0.00263,48.333,48.427,,,
2005,03/23/22 12:00:00 PM,0.00267,48.547,48.578,,,
2006,03/23/22 12:15:00 PM,0.00267,48.778,48.785,,,
2007,03/23/22 12:30:00 PM,0.00267,49.019,48.952,,,
2008,03/23/22 12:45:00 PM,0.00271,49.221,49.203,,,
2009,03/23/22 01:00:00 PM,0.00271,49.474,49.474,,,
2010,03/23/22 01:15:00 PM,0.00275,49.701,49.654,,,
2011,03/23/22 01:30:00 PM,0.00275,49.888,49.899,,,
2012,03/23/22 01:45:00 PM,0.00278,50.085,50.016,,,
2013,03/23/22 02:00:00 PM,0.00278,50.306,50.254,,,
2014,03/23/22 02:15:00 PM,0.00278,50.493,50.466,,,
2015,03/23/22 02:30:00 PM,0.00278,50.700,50.657,,,
2016,03/23/22 02:45:00 PM,0.00282,50.909,50.866,,,
2017,03/23/22 03:00:00 PM,0.00286,51.118,51.078,,,
2018,03/23/22 03:15:00 PM,0.00286,51.303,51.267,,,
2019,03/23/22 03:30:00 PM,0.00286,51.467,51.444,,,
2020,03/23/22 03:45:00 PM,0.00286,51.638,51.597,,,
2021,03/23/22 04:00:00 PM,0.00290,51.759,51.717,,,
2022,03/23/22 04:15:00 PM,0.00290,51.867,51.814,,,
2023,03/23/22 04:30:00 PM,0.00290,51.937,51.890,,,
2024,03/23/22 04:45:00 PM,0.00290,52.011,51.967,,,
2025,03/23/22 05:00:00 PM,0.00290,52.063,52.016,,,
2026,03/23/22 05:15:00 PM,0.00290,52.093,52.057,,,
2027,03/23/22 05:30:00 PM,0.00290,52.131,52.099,,,
2028,03/23/22 05:45:00 PM,0.00290,52.165,52.137,,,
2029,03/23/22 06:00:00 PM,0.00290,52.209,52.182,,,
2030,03/23/22 06:15:00 PM,0.00290,52.257,52.225,,,
2031,03/23/22 06:30:00 PM,0.00294,52.282,52.250,,,
2032,03/23/22 06:45:00 PM,0.00294,52.282,52.236,,,
2033,03/23/22 07:00:00 PM,0.00290,52.234,52.200,,,
2034,03/23/22 07:15:00 PM,0.00290,52.171,52.146,,,
2035,03/23/22 07:30:00 PM,0.00290,52.110,52.088,,,
2036,03/23/22 07:45:00 PM,0.00290,52.041,52.030,,,
2037,03/23/22 08:00:00 PM,0.00290,51.969,51.958,,,
2038,03/23/22 08:15:00 PM,0.00290,51.885,51.883,,,
2039,03/23/22 08:30:00 PM,0.00290,51.796,51.795,,,
2040,03/23/22 08:45:00 PM,0.00290,51.705,51.705,,,
2041,03/23/22 09:00:00 PM,0.00286,51.607,51.607,,,
2042,03/23/22 09:15:00 PM,0.00286,51.517,51.517,,,
2043,03/23/22 09:30:00 PM,0.00286,51.429,51.420,,,
2044,03/23/22 09:45:00 PM,0.00286,51.350,51.339,,,
2045,03/23/22 10:00:00 PM,0.00286,51.251,51.251,,,
2046,03/23/22 10:15:00 PM,0.00282,51.159,51.157,,,
2047,03/23/22 10:30:00 PM,0.00282,51.075,51.064,,,
2048,03/23/22 10:45:00 PM,0.00282,50.970,50.965,,,
2049,03/23/22 11:00:00 PM,0.00278,50.851,50.850,,,
2050,03/23/22 11:15:00 PM,0.00278,50.736,50.725,,,
2051,03/23/22 11:30:00 PM,0.00278,50.596,50.598,,,
2052,03/23/22 11:45:00 PM,0.00278,50.455,50.466,,,
2053,03/24/22 12:00:00 AM,0.00275,50.320,50.333,,,
2054,03/24/22 12:15:00 AM,0.00275,50.187,50.198,,,
2055,03/24/22 12:30:00 AM,0.00275,50.058,50.059,,,
2056,03/24/22 12:45:00 AM,0.00271,49.935,49.924,,,
2057,03/24/22 01:00:00 AM,0.00271,49.789,49.784,,,
2058,03/24/22 01:15:00 AM,0.00271,49.635,49.636,,,
2059,03/24/22 01:30:00 AM,0.00267,49.505,49.492,,,
2060,03/24/22 01:45:00 AM,0.00267,49.341,49.343,,,
2061,03/24/22 02:00:00 AM,0.00267,49.213,49.203,,,
2062,03/24/22 02:15:00 AM,0.00263,49.046,49.041,,,
2063,03/24/22 02:30:00 AM,0.00263,48.897,48.888,,,
2064,03/24/22 02:45:00 AM,0.00263,48.747,48.742,,,
2065,03/24/22 03:00:00 AM,0.00259,48.583,48.594,,,
2066,03/24/22 03:15:00 AM,0.00259,48.474,48.441,,,
2067,03/24/22 03:30:00 AM,0.00259,48.295,48.283,,,
2068,03/24/22 03:45:00 AM,0.00256,48.132,48.130,,,
2069,03/24/22 04:00:00 AM,0.00256,48.006,47.979,,,
2070,03/24/22 04:15:00 AM,0.00256,47.858,47.827,,,
2071,03/24/22 04:30:00 AM,0.00252,47.696,47.676,,,
2072,03/24/22 04:45:00 AM,0.00252,47.543,47.529,,,
2073,03/24/22 05:00:00 AM,0.00252,47.439,47.401,,,
2074,03/24/22 05:15:00 AM,0.00252,47.295,47.251,,,
2075,03/24/22 05:30:00 AM,0.00248,47.156,47.118,,,
2076,03/24/22 05:45:00 AM,0.00248,47.028,46.980,,,
2077,03/24/22 06:00:00 AM,0.00248,46.882,46.839,,,
2078,03/24/22 06:15:00 AM,0.00248,46.722,46.706,,,
2079,03/24/22 06:30:00 AM,0.00244,46.616,46.582,,,
2080,03/24/22 06:45:00 AM,0.00244,46.468,46.456,,,
2081,03/24/22 07:00:00 AM,0.00244,46.371,46.335,,,
2082,03/24/22 07:15:00 AM,0.00240,46.267,46.233,,,
2083,03/24/22 07:30:00 AM,0.00240,46.171,46.143,,,
2084,03/24/22 07:45:00 AM,0.00240,46.108,46.092,,,
2085,03/24/22 08:00:00 AM,0.00240,46.078,46.067,,,
2086,03/24/22 08:15:00 AM,0.00240,46.076,46.067,,,
2087,03/24/22 08:30:00 AM,0.00240,46.117,46.152,,,
2088,03/24/22 08:45:00 AM,0.00244,46.206,46.301,,,
2089,03/24/22 09:00:00 AM,0.00244,46.308,46.432,,,
2090,03/24/22 09:15:00 AM,0.00244,46.441,46.602,,,
2091,03/24/22 09:30:00 AM,0.00248,46.596,46.769,,,
2092,03/24/22 09:45:00 AM,0.00248,46.762,46.958,,,
2093,03/24/22 10:00:00 AM,0.00252,46.949,47.154,,,
2094,03/24/22 10:15:00 AM,0.00252,47.161,47.372,,,
2095,03/24/22 10:30:00 AM,0.00256,47.395,47.633,,,
2096,03/24/22 10:45:00 AM,0.00256,47.655,47.844,,,
2097,03/24/22 11:00:00 AM,0.00259,47.923,48.142,,,
2098,03/24/22 11:15:00 AM,0.00259,48.202,48.438,,,
2099,03/24/22 11:30:00 AM,0.00263,48.486,48.742,,,
2100,03/24/22 11:45:00 AM,0.00267,48.783,49.039,,,
2101,03/24/22 12:00:00 PM,0.00267,49.035,49.174,,,
2102,03/24/22 12:15:00 PM,0.00267,49.307,49.415,,,
2103,03/24/22 12:30:00 PM,0.00271,49.588,49.584,,,
2104,03/24/22 12:45:00 PM,0.00271,49.836,49.852,,,
2105,03/24/22 01:00:00 PM,0.00271,50.126,50.115,,,
2106,03/24/22 01:15:00 PM,0.00275,50.410,50.353,,,
2107,03/24/22 01:30:00 PM,0.00275,50.668,50.634,,,
2108,03/24/22 01:45:00 PM,0.00278,50.907,50.774,,,
2109,03/24/22 02:00:00 PM,0.00278,51.165,51.039,,,
2110,03/24/22 02:15:00 PM,0.00278,51.388,51.256,,,
2111,03/24/22 02:30:00 PM,0.00282,51.564,51.462,,,
2112,03/24/22 02:45:00 PM,0.00282,51.802,51.681,,,
2113,03/24/22 03:00:00 PM,0.00286,51.987,51.917,,,
2114,03/24/22 03:15:00 PM,0.00286,52.187,52.115,,,
2115,03/24/22 03:30:00 PM,0.00286,52.353,52.277,,,
2116,03/24/22 03:45:00 PM,0.00290,52.509,52.434,,,
2117,03/24/22 04:00:00 PM,0.00290,52.641,52.556,,,
2118,03/24/22 04:15:00 PM,0.00290,52.740,52.660,,,
2119,03/24/22 04:30:00 PM,0.00290,52.803,52.747,,,
2120,03/24/22 04:45:00 PM,0.00294,52.889,52.830,,,
2121,03/24/22 05:00:00 PM,0.00294,52.972,52.911,,,
2122,03/24/22 05:15:00 PM,0.00294,53.029,52.977,,,
2123,03/24/22 05:30:00 PM,0.00294,53.098,53.042,,,
2124,03/24/22 05:45:00 PM,0.00294,53.136,53.089,,,
2125,03/24/22 06:00:00 PM,0.00294,53.193,53.136,,,
2126,03/24/22 06:15:00 PM,0.00298,53.256,53.195,,,
2127,03/24/22 06:30:00 PM,0.00298,53.280,53.222,,,
2128,03/24/22 06:45:00 PM,0.00298,53.269,53.215,,,
2129,03/24/22 07:00:00 PM,0.00298,53.220,53.172,,,
2130,03/24/22 07:15:00 PM,0.00298,53.168,53.110,,,
2131,03/24/22 07:30:00 PM,0.00298,53.109,53.056,,,
2132,03/24/22 07:45:00 PM,0.00298,53.056,52.993,,,
2133,03/24/22 08:00:00 PM,0.00298,52.983,52.923,,,
2134,03/24/22 08:15:00 PM,0.00298,52.905,52.849,,,
2135,03/24/22 08:30:00 PM,0.00298,52.815,52.761,,,
2136,03/24/22 08:45:00 PM,0.00298,52.714,52.671,,,
2137,03/24/22 09:00:00 PM,0.00294,52.639,52.583,,,
2138,03/24/22 09:15:00 PM,0.00294,52.518,52.493,,,
2139,03/24/22 09:30:00 PM,0.00294,52.439,52.403,,,
2140,03/24/22 09:45:00 PM,0.00294,52.347,52.313,,,
2141,03/24/22 10:00:00 PM,0.00294,52.263,52.214,,,
2142,03/24/22 10:15:00 PM,0.00290,52.158,52.119,,,
2143,03/24/22 10:30:00 PM,0.00290,52.061,52.020,,,
2144,03/24/22 10:45:00 PM,0.00290,51.940,51.924,,,
2145,03/24/22 11:00:00 PM,0.00290,51.854,51.822,,,
2146,03/24/22 11:15:00 PM,0.00290,51.733,51.710,,,
2147,03/24/22 11:30:00 PM,0.00286,51.622,51.589,,,
2148,03/24/22 11:45:00 PM,0.00286,51.496,51.465,,,
2149,03/25/22 12:00:00 AM,0.00286,51.345,51.336,,,
2150,03/25/22 12:15:00 AM,0.00286,51.224,51.201,,,
2151,03/25/22 12:30:00 AM,0.00286,51.091,51.060,,,
2152,03/25/22 12:45:00 AM,0.00282,50.945,50.914,,,
2153,03/25/22 01:00:00 AM,0.00282,50.797,50.758,,,
2154,03/25/22 01:15:00 AM,0.00278,50.634,50.603,,,
2155,03/25/22 01:30:00 AM,0.00278,50.473,50.450,,,
2156,03/25/22 01:45:00 AM,0.00278,50.333,50.297,,,
2157,03/25/22 02:00:00 AM,0.00275,50.193,50.142,,,
2158,03/25/22 02:15:00 AM,0.00275,50.038,49.991,,,
2159,03/25/22 02:30:00 AM,0.00275,49.878,49.831,,,
2160,03/25/22 02:45:00 AM,0.00271,49.719,49.667,,,
2161,03/25/22 03:00:00 AM,0.00271,49.559,49.505,,,
2162,03/25/22 03:15:00 AM,0.00271,49.393,49.352,,,
2163,03/25/22 03:30:00 AM,0.00267,49.233,49.194,,,
2164,03/25/22 03:45:00 AM,0.00267,49.075,49.035,,,
2165,03/25/22 04:00:00 AM,0.00267,48.907,48.871,,,
2166,03/25/22 04:15:00 AM,0.00263,48.753,48.717,,,
2167,03/25/22 04:30:00 AM,0.00263,48.605,48.564,,,
2168,03/25/22 04:45:00 AM,0.00263,48.452,48.411,,,
2169,03/25/22 05:00:00 AM,0.00263,48.299,48.259,,,
2170,03/25/22 05:15:00 AM,0.00259,48.151,48.106,,,
2171,03/25/22 05:30:00 AM,0.00259,47.998,47.955,,,
2172,03/25/22 05:45:00 AM,0.00259,47.867,47.811,,,
2173,03/25/22 06:00:00 AM,0.00256,47.707,47.665,,,
2174,03/25/22 06:15:00 AM,0.00256,47.557,47.529,,,
2175,03/25/22 06:30:00 AM,0.00256,47.439,47.406,,,
2176,03/25/22 06:45:00 AM,0.00256,47.316,47.280,,,
2177,03/25/22 07:00:00 AM,0.00256,47.199,47.161,,,
2178,03/25/22 07:15:00 AM,0.00252,47.086,47.064,,,
2179,03/25/22 07:30:00 AM,0.00248,46.994,46.983,,,
2180,03/25/22 07:45:00 AM,0.00248,46.938,46.929,,,
2181,03/25/22 08:00:00 AM,0.00252,46.908,46.913,,,
2182,03/25/22 08:15:00 AM,0.00252,46.909,46.915,,,
2183,03/25/22 08:30:00 AM,0.00252,46.960,47.003,,,
2184,03/25/22 08:45:00 AM,0.00252,47.055,47.154,,,
2185,03/25/22 09:00:00 AM,0.00252,47.156,47.286,,,
2186,03/25/22 09:15:00 AM,0.00256,47.271,47.413,,,
2187,03/25/22 09:30:00 AM,0.00256,47.406,47.565,,,
2188,03/25/22 09:45:00 AM,0.00256,47.557,47.739,,,
2189,03/25/22 10:00:00 AM,0.00259,47.727,47.948,,,
2190,03/25/22 10:15:00 AM,0.00259,47.937,48.171,,,
2191,03/25/22 10:30:00 AM,0.00282,48.148,48.371,,,
2192,03/25/22 10:45:00 AM,0.00271,48.394,48.585,,,
2193,03/25/22 11:00:00 AM,0.00271,48.646,48.888,,,
2194,03/25/22 11:15:00 AM,0.00275,48.906,49.118,,,
2195,03/25/22 11:30:00 AM,0.00278,49.172,49.429,,,
2196,03/25/22 11:45:00 AM,0.00278,49.440,49.714,,,
2197,03/25/22 12:00:00 PM,0.00278,49.690,49.894,,,
2198,03/25/22 12:15:00 PM,0.00282,49.964,50.085,,,
2199,03/25/22 12:30:00 PM,0.00282,50.218,50.254,,,
2200,03/25/22 12:45:00 PM,0.00286,50.437,50.466,,,
2201,03/25/22 01:00:00 PM,0.00286,50.675,50.715,,,
2202,03/25/22 01:15:00 PM,0.00286,50.902,50.920,,,
2203,03/25/22 01:30:00 PM,0.00290,51.125,51.262,,,
2204,03/25/22 01:45:00 PM,0.00290,51.341,51.300,,,
2205,03/25/22 02:00:00 PM,0.00294,51.564,51.537,,,
2206,03/25/22 02:15:00 PM,0.00294,51.778,51.728,,,
2207,03/25/22 02:30:00 PM,0.00294,51.953,51.894,,,
2208,03/25/22 02:45:00 PM,0.00298,52.135,52.084,,,
2209,03/25/22 03:00:00 PM,0.00301,52.318,52.315,,,
2210,03/25/22 03:15:00 PM,0.00305,52.484,52.482,,,
2211,03/25/22 03:30:00 PM,0.00301,52.646,52.592,,,
2212,03/25/22 03:45:00 PM,0.00301,52.772,52.707,,,
2213,03/25/22 04:00:00 PM,0.00305,52.884,52.808,,,
2214,03/25/22 04:15:00 PM,0.00305,52.961,52.884,,,
2215,03/25/22 04:30:00 PM,0.00305,53.024,52.947,,,
2216,03/25/22 04:45:00 PM,0.00305,53.078,53.004,,,
2217,03/25/22 05:00:00 PM,0.00305,53.127,53.056,,,
2218,03/25/22 05:15:00 PM,0.00305,53.172,53.103,,,
2219,03/25/22 05:30:00 PM,0.00309,53.206,53.137,,,
2220,03/25/22 05:45:00 PM,0.00309,53.226,53.161,,,
2221,03/25/22 06:00:00 PM,0.00305,53.240,53.173,,,
2222,03/25/22 06:15:00 PM,0.00305,53.256,53.190,,,
2223,03/25/22 06:30:00 PM,0.00305,53.269,53.200,,,
2224,03/25/22 06:45:00 PM,0.00305,53.253,53.193,,,
2225,03/25/22 07:00:00 PM,0.00305,53.231,53.166,,,
2226,03/25/22 07:15:00 PM,0.00305,53.188,53.121,,,
2227,03/25/22 07:30:00 PM,0.00305,53.121,53.064,,,
2228,03/25/22 07:45:00 PM,0.00305,53.042,52.990,,,
2229,03/25/22 08:00:00 PM,0.00301,52.947,52.900,,,
2230,03/25/22 08:15:00 PM,0.00305,52.830,52.794,,,
2231,03/25/22 08:30:00 PM,0.00305,52.707,52.673,,,
2232,03/25/22 08:45:00 PM,0.00301,52.588,52.556,,,
2233,03/25/22 09:00:00 PM,0.00301,52.477,52.441,,,
2234,03/25/22 09:15:00 PM,0.00301,52.356,52.329,,,
2235,03/25/22 09:30:00 PM,0.00301,52.257,52.219,,,
2236,03/25/22 09:45:00 PM,0.00301,52.153,52.119,,,
2237,03/25/22 10:00:00 PM,0.00301,52.057,52.016,,,
2238,03/25/22 10:15:00 PM,0.00301,51.964,51.921,,,
2239,03/25/22 10:30:00 PM,0.00298,51.863,51.822,,,
2240,03/25/22 10:45:00 PM,0.00298,51.757,51.723,,,
2241,03/25/22 11:00:00 PM,0.00298,51.660,51.622,,,
2242,03/25/22 11:15:00 PM,0.00298,51.544,51.514,,,
2243,03/25/22 11:30:00 PM,0.00298,51.427,51.399,,,
2244,03/25/22 11:45:00 PM,0.00294,51.309,51.283,,,
2245,03/26/22 12:00:00 AM,0.00294,51.184,51.159,,,
2246,03/26/22 12:15:00 AM,0.00294,51.058,51.042,,,
2247,03/26/22 12:30:00 AM,0.00294,50.925,50.913,,,
2248,03/26/22 12:45:00 AM,0.00290,50.797,50.788,,,
2249,03/26/22 01:00:00 AM,0.00290,50.680,50.670,,,
2250,03/26/22 01:15:00 AM,0.00290,50.569,50.554,,,
2251,03/26/22 01:30:00 AM,0.00286,50.461,50.441,,,
2252,03/26/22 01:45:00 AM,0.00286,50.344,50.328,,,
2253,03/26/22 02:00:00 AM,0.00286,50.238,50.218,,,
2254,03/26/22 02:15:00 AM,0.00275,50.124,50.106,,,
2255,03/26/22 02:30:00 AM,0.00275,50.011,49.991,,,
2256,03/26/22 02:45:00 AM,0.00275,49.883,49.863,,,
2257,03/26/22 03:00:00 AM,0.00271,49.753,49.728,,,
2258,03/26/22 03:15:00 AM,0.00271,49.600,49.582,,,
2259,03/26/22 03:30:00 AM,0.00275,49.465,49.449,,,
2260,03/26/22 03:45:00 AM,0.00271,49.330,49.305,,,
2261,03/26/22 04:00:00 AM,0.00271,49.179,49.161,,,
2262,03/26/22 04:15:00 AM,0.00267,49.033,49.015,,,
2263,03/26/22 04:30:00 AM,0.00267,48.886,48.864,,,
2264,03/26/22 04:45:00 AM,0.00263,48.727,48.711,,,
2265,03/26/22 05:00:00 AM,0.00263,48.565,48.553,,,
2266,03/26/22 05:15:00 AM,0.00259,48.411,48.394,,,
2267,03/26/22 05:30:00 AM,0.00259,48.254,48.238,,,
2268,03/26/22 05:45:00 AM,0.00259,48.117,48.106,,,
2269,03/26/22 06:00:00 AM,0.00259,47.988,47.962,,,
2270,03/26/22 06:15:00 AM,0.00259,47.813,47.820,,,
2271,03/26/22 06:30:00 AM,0.00256,47.707,47.685,,,
2272,03/26/22 06:45:00 AM,0.00256,47.577,47.548,,,
2273,03/26/22 07:00:00 AM,0.00256,47.446,47.421,,,
2274,03/26/22 07:15:00 AM,0.00256,47.332,47.296,,,
2275,03/26/22 07:30:00 AM,0.00252,47.237,47.241,,,
2276,03/26/22 07:45:00 AM,0.00252,47.188,47.196,,,
2277,03/26/22 08:00:00 AM,0.00252,47.170,47.181,,,
2278,03/26/22 08:15:00 AM,0.00252,47.206,47.219,,,
2279,03/26/22 08:30:00 AM,0.00252,47.280,47.325,,,
2280,03/26/22 08:45:00 AM,0.00256,47.372,47.471,,,
2281,03/26/22 09:00:00 AM,0.00256,47.482,47.593,,,
2282,03/26/22 09:15:00 AM,0.00259,47.613,47.755,,,
2283,03/26/22 09:30:00 AM,0.00259,47.755,47.914,,,
2284,03/26/22 09:45:00 AM,0.00259,47.917,48.097,,,
2285,03/26/22 10:00:00 AM,0.00263,48.097,48.270,,,
2286,03/26/22 10:15:00 AM,0.00263,48.308,48.499,,,
2287,03/26/22 10:30:00 AM,0.00263,48.533,48.702,,,
2288,03/26/22 10:45:00 AM,0.00267,48.774,48.922,,,
2289,03/26/22 11:00:00 AM,0.00267,49.033,49.215,,,
2290,03/26/22 11:15:00 AM,0.00271,49.296,49.482,,,
2291,03/26/22 11:30:00 AM,0.00271,49.552,49.775,,,
2292,03/26/22 11:45:00 AM,0.00275,49.806,50.047,,,
2293,03/26/22 12:00:00 PM,0.00275,50.049,50.220,,,
2294,03/26/22 12:15:00 PM,0.00275,50.301,50.385,,,
2295,03/26/22 12:30:00 PM,0.00278,50.556,50.544,,,
2296,03/26/22 12:45:00 PM,0.00278,50.797,50.769,,,
2297,03/26/22 01:00:00 PM,0.00278,51.022,51.013,,,
2298,03/26/22 01:15:00 PM,0.00282,51.246,51.283,,,
2299,03/26/22 01:30:00 PM,0.00282,51.476,51.566,,,
2300,03/26/22 01:45:00 PM,0.00282,51.692,51.618,,,
2301,03/26/22 02:00:00 PM,0.00286,51.917,51.859,,,
2302,03/26/22 02:15:00 PM,0.00286,52.129,52.057,,,
2303,03/26/22 02:30:00 PM,0.00286,52.308,52.236,,,
2304,03/26/22 02:45:00 PM,0.00290,52.502,52.425,,,
2305,03/26/22 03:00:00 PM,0.00290,52.684,52.660,,,
2306,03/26/22 03:15:00 PM,0.00290,52.855,52.830,,,
2307,03/26/22 03:30:00 PM,0.00294,53.031,52.957,,,
2308,03/26/22 03:45:00 PM,0.00298,53.166,53.076,,,
2309,03/26/22 04:00:00 PM,0.00298,53.258,53.172,,,
2310,03/26/22 04:15:00 PM,0.00298,53.343,53.258,,,
2311,03/26/22 04:30:00 PM,0.00298,53.438,53.348,,,
2312,03/26/22 04:45:00 PM,0.00298,53.526,53.436,,,
2313,03/26/22 05:00:00 PM,0.00298,53.613,53.526,,,
2314,03/26/22 05:15:00 PM,0.00298,53.672,53.591,,,
2315,03/26/22 05:30:00 PM,0.00301,53.703,53.629,,,
2316,03/26/22 05:45:00 PM,0.00301,53.701,53.632,,,
2317,03/26/22 06:00:00 PM,0.00301,53.703,53.640,,,
2318,03/26/22 06:15:00 PM,0.00301,53.692,53.634,,,
2319,03/26/22 06:30:00 PM,0.00301,53.681,53.623,,,
2320,03/26/22 06:45:00 PM,0.00301,53.643,53.591,,,
2321,03/26/22 07:00:00 PM,0.00301,53.600,53.550,,,
2322,03/26/22 07:15:00 PM,0.00301,53.539,53.496,,,
2323,03/26/22 07:30:00 PM,0.00301,53.470,53.431,,,
2324,03/26/22 07:45:00 PM,0.00301,53.397,53.362,,,
2325,03/26/22 08:00:00 PM,0.00301,53.305,53.274,,,
2326,03/26/22 08:15:00 PM,0.00301,53.199,53.173,,,
2327,03/26/22 08:30:00 PM,0.00298,53.067,53.056,,,
2328,03/26/22 08:45:00 PM,0.00298,52.934,52.925,,,
2329,03/26/22 09:00:00 PM,0.00298,52.797,52.792,,,
2330,03/26/22 09:15:00 PM,0.00298,52.671,52.666,,,
2331,03/26/22 09:30:00 PM,0.00294,52.547,52.545,,,
2332,03/26/22 09:45:00 PM,0.00294,52.435,52.430,,,
2333,03/26/22 10:00:00 PM,0.00294,52.315,52.313,,,
2334,03/26/22 10:15:00 PM,0.00294,52.209,52.203,,,
2335,03/26/22 10:30:00 PM,0.00294,52.108,52.101,,,
2336,03/26/22 10:45:00 PM,0.00290,52.005,51.998,,,
2337,03/26/22 11:00:00 PM,0.00290,51.894,51.888,,,
2338,03/26/22 11:15:00 PM,0.00290,51.778,51.769,,,
2339,03/26/22 11:30:00 PM,0.00290,51.649,51.647,,,
2340,03/26/22 11:45:00 PM,0.00286,51.525,51.523,,,
2341,03/27/22 12:00:00 AM,0.00286,51.391,51.393,,,
2342,03/27/22 12:15:00 AM,0.00286,51.258,51.264,,,
2343,03/27/22 12:30:00 AM,0.00286,51.112,51.125,,,
2344,03/27/22 12:45:00 AM,0.00282,50.986,50.992,,,
2345,03/27/22 01:00:00 AM,0.00282,50.850,50.855,,,
2346,03/27/22 01:15:00 AM,0.00282,50.695,50.709,,,
2347,03/27/22 01:30:00 AM,0.00282,50.556,50.562,,,
2348,03/27/22 01:45:00 AM,0.00278,50.419,50.425,,,
2349,03/27/22 02:00:00 AM,0.00278,50.286,50.292,,,
2350,03/27/22 02:15:00 AM,0.00278,50.142,50.151,,,
2351,03/27/22 02:30:00 AM,0.00278,50.013,50.016,,,
2352,03/27/22 02:45:00 AM,0.00278,49.872,49.878,,,
2353,03/27/22 03:00:00 AM,0.00275,49.723,49.728,,,
2354,03/27/22 03:15:00 AM,0.00275,49.579,49.588,,,
2355,03/27/22 03:30:00 AM,0.00275,49.451,49.456,,,
2356,03/27/22 03:45:00 AM,0.00271,49.312,49.318,,,
2357,03/27/22 04:00:00 AM,0.00271,49.185,49.192,,,
2358,03/27/22 04:15:00 AM,0.00271,49.066,49.064,,,
2359,03/27/22 04:30:00 AM,0.00267,48.947,48.947,,,
2360,03/27/22 04:45:00 AM,0.00267,48.830,48.828,,,
2361,03/27/22 05:00:00 AM,0.00267,48.708,48.702,,,
2362,03/27/22 05:15:00 AM,0.00267,48.596,48.589,,,
2363,03/27/22 05:30:00 AM,0.00263,48.492,48.479,,,
2364,03/27/22 05:45:00 AM,0.00263,48.382,48.375,,,
2365,03/27/22 06:00:00 AM,0.00263,48.277,48.265,,,
2366,03/27/22 06:15:00 AM,0.00263,48.173,48.162,,,
2367,03/27/22 06:30:00 AM,0.00263,48.061,48.049,,,
2368,03/27/22 06:45:00 AM,0.00259,47.962,47.944,,,
2369,03/27/22 07:00:00 AM,0.00259,47.869,47.856,,,
2370,03/27/22 07:15:00 AM,0.00259,47.782,47.772,,,
2371,03/27/22 07:30:00 AM,0.00259,47.719,47.710,,,
2372,03/27/22 07:45:00 AM,0.00259,47.694,47.689,,,
2373,03/27/22 08:00:00 AM,0.00259,47.691,47.683,,,
2374,03/27/22 08:15:00 AM,0.00259,47.705,47.696,,,
2375,03/27/22 08:30:00 AM,0.00259,47.770,47.777,,,
2376,03/27/22 08:45:00 AM,0.00259,47.862,47.923,,,
2377,03/27/22 09:00:00 AM,0.00263,47.975,48.054,,,
2378,03/27/22 09:15:00 AM,0.00263,48.112,48.209,,,
2379,03/27/22 09:30:00 AM,0.00263,48.263,48.380,,,
2380,03/27/22 09:45:00 AM,0.00267,48.430,48.564,,,
2381,03/27/22 10:00:00 AM,0.00267,48.621,48.763,,,
2382,03/27/22 10:15:00 AM,0.00267,48.834,48.978,,,
2383,03/27/22 10:30:00 AM,0.00271,49.055,49.179,,,
2384,03/27/22 10:45:00 AM,0.00271,49.300,49.413,,,
2385,03/27/22 11:00:00 AM,0.00275,49.563,49.696,,,
2386,03/27/22 11:15:00 AM,0.00275,49.822,49.975,,,
2387,03/27/22 11:30:00 AM,0.00278,50.090,50.250,,,
2388,03/27/22 11:45:00 AM,0.00278,50.364,50.538,,,
2389,03/27/22 12:00:00 PM,0.00282,50.603,50.706,,,
2390,03/27/22 12:15:00 PM,0.00282,50.860,50.886,,,
2391,03/27/22 12:30:00 PM,0.00282,51.107,51.078,,,
2392,03/27/22 12:45:00 PM,0.00286,51.345,51.278,,,
2393,03/27/22 01:00:00 PM,0.00286,51.582,51.528,,,
2394,03/27/22 01:15:00 PM,0.00290,51.816,51.811,,,
2395,03/27/22 01:30:00 PM,0.00290,52.050,52.104,,,
